JUSTDIAL,EQ,N,2020101,491.76
HAVELLS,EQ,N,2020101,659.22
MIDHANI,EQ,N,2020101,243.60
EXIDEIND,EQ,N,2020101,204.78
CONCOR,EQ,N,2020101,469.86
BEDMUTHA,EQ,N,2020101,17.40
ERIS,EQ,N,2020101,623.04
IFBAGRO,EQ,N,2020101,360.66
INSPIRISYS,EQ,N,2020101,25.08
GPPL,EQ,N,2020101,76.08
ALKEM,EQ,N,2020101,2881.20
DUCON,EQ,N,2020101,4.74
BIL,EQ,N,2020101,110.10
UNIENTER,EQ,N,2020101,67.14
SRF,EQ,N,2020101,4415.76
ITI,EQ,N,2020101,108.42
NAVNETEDUL,EQ,N,2020101,85.14
PANACEABIO,EQ,N,2020101,177.42
AFFLE,EQ,N,2020101,1817.04
ADFFOODS,EQ,N,2020101,331.56
NAM-INDIA,EQ,N,2020101,332.76
MGL,EQ,N,2020101,1159.68
DHANUKA,EQ,N,2020101,696.24
KREBSBIO,EQ,N,2020101,96.18
514418,EQ,N,2020101,385.14
506532,EQ,N,2020101,135.48
TATASTLBSL,EQ,N,2020101,23.70
RUBYMILLS,EQ,N,2020101,188.70
BANKBARODA,EQ,N,2020101,50.52
CYIENT,EQ,N,2020101,254.10
HINDZINC,EQ,N,2020101,207.42
JSWSTEEL,EQ,N,2020101,230.58
MAHINDCIE,EQ,N,2020101,123.84
NESTLEIND,EQ,N,2020101,20417.58
SYNGENE,EQ,N,2020101,444.42
ASTRAL,EQ,N,2020101,1135.20
KSK,EQ,N,2020101,0.54
MRF,EQ,N,2020101,75228.30
SPICEJET,EQ,N,2020101,52.68
TVSMOTOR,EQ,N,2020101,436.92
WELSPUNIND,EQ,N,2020101,41.16
VOLTAS,EQ,N,2020101,669.24
BAJAJFINSV,EQ,N,2020101,6221.70
BPCL,EQ,N,2020101,409.92
URJA,EQ,N,2020101,3.48
MFSL,EQ,N,2020101,555.06
VSSL,EQ,N,2020101,57.24
500223,EQ,N,2020101,1.64
TATACONSUM,EQ,N,2020101,440.94
CARERATING,EQ,N,2020101,479.04
DABUR,EQ,N,2020101,553.02
JBCHEPHARM,EQ,N,2020101,839.82
LUPIN,EQ,N,2020101,1045.50
ADANIENT,EQ,N,2020101,179.94
SUZLON,EQ,N,2020101,3.59
VEDL,EQ,N,2020101,116.28
APEX,EQ,N,2020101,238.86
SBICARD,EQ,N,2020101,684.06
BAJFINANCE,EQ,N,2020101,2815.44
SOLARA,EQ,N,2020101,618.42
ARVIND,EQ,N,2020101,43.44
TATACHEM,EQ,N,2020101,378.60
KOTAKBANK,EQ,N,2020101,1611.48
KOTARISUG,EQ,N,2020101,18.12
ULTRACEMCO,EQ,N,2020101,4601.10
524648,EQ,N,2020101,55.92
TMRVL,EQ,N,2020101,9.02
IDEA,EQ,N,2020101,9.24
CEREBRAINT,EQ,N,2020101,37.32
M&M,EQ,N,2020101,555.42
NSIL,EQ,N,2020101,791.28
SHIVAMAUTO,EQ,N,2020101,14.88
OMAXE,EQ,N,2020101,220.86
MCDOWELL-N,EQ,N,2020101,688.14
FINPIPE,EQ,N,2020101,566.88
MAITHANALL,EQ,N,2020101,475.14
EIHOTEL,EQ,N,2020101,87.96
NTPC,EQ,N,2020101,116.10
ICRA,EQ,N,2020101,3150.66
MOTHERSUMI,EQ,N,2020101,122.34
DCBBANK,EQ,N,2020101,78.84
GLOBUSSPR,EQ,N,2020101,115.08
LSIL,EQ,N,2020101,0.96
KRBL,EQ,N,2020101,247.80
HATHWAY,EQ,N,2020101,28.74
FEDERALBNK,EQ,N,2020101,57.12
RAYMOND,EQ,N,2020101,286.38
EMKAY,EQ,N,2020101,45.54
MAHESHWARI,EQ,N,2020101,192.12
KAJARIACER,EQ,N,2020101,438.48
523248,EQ,N,2020101,52.80
ORIENTELEC,EQ,N,2020101,226.50
DBL,EQ,N,2020101,343.86
HIMATSEIDE,EQ,N,2020101,55.98
DAAWAT,EQ,N,2020101,31.26
CENTRUM,EQ,N,2020101,14.39
504786,EQ,N,2020101,162.60
EIDPARRY,EQ,N,2020101,255.42
NFL,EQ,N,2020101,32.16
JMCPROJECT,EQ,N,2020101,54.30
NBVENTURES,EQ,N,2020101,52.08
IDBI,EQ,N,2020101,34.80
GSPL,EQ,N,2020101,254.22
SRTRANSFIN,EQ,N,2020101,703.26
FLUOROCHEM,EQ,N,2020101,359.58
RTNINFRA,EQ,N,2020101,2.28
ONGC,EQ,N,2020101,101.16
SANGINITA,EQ,N,2020101,97.14
AMARAJABAT,EQ,N,2020101,798.18
HINDMOTORS,EQ,N,2020101,7.14
GODREJPROP,EQ,N,2020101,919.86
KMSUGAR,EQ,N,2020101,8.46
PAGEIND,EQ,N,2020101,24477.60
NAUKRI,EQ,N,2020101,3123.06
WIPRO,EQ,N,2020101,259.02
HCLTECH,EQ,N,2020101,672.24
522215,EQ,N,2020101,921.36
IBULHSGFIN,EQ,N,2020101,152.16
EDELWEISS,EQ,N,2020101,56.04
530185,EQ,N,2020101,2.59
ADANIGAS,EQ,N,2020101,148.92
526931,EQ,N,2020101,30.30
NIITLTD,EQ,N,2020101,110.16
DALMIASUG,EQ,N,2020101,83.82
KIRIINDUS,EQ,N,2020101,395.94
AVTNPL,EQ,N,2020101,46.20
IRB,EQ,N,2020101,79.02
PGHL,EQ,N,2020101,5181.90
EICHERMOT,EQ,N,2020101,20875.92
VMART,EQ,N,2020101,1979.52
CANBK,EQ,N,2020101,110.58
HDFCLIFE,EQ,N,2020101,599.64
AJANTPHARM,EQ,N,2020101,1732.98
BIOCON,EQ,N,2020101,459.24
EIHAHOTELS,EQ,N,2020101,289.80
KAMATHOTEL,EQ,N,2020101,29.16
ACC,EQ,N,2020101,1544.58
GTNTEX,EQ,N,2020101,6.30
BHARATFORG,EQ,N,2020101,400.62
SBILIFE,EQ,N,2020101,935.40
RENUKA,EQ,N,2020101,6.60
TATAPOWER,EQ,N,2020101,51.06
MANXT50,EQ,N,2020101,294.96
KEI,EQ,N,2020101,369.18
METROPOLIS,EQ,N,2020101,1726.08
COLPAL,EQ,N,2020101,1503.21
RITES,EQ,N,2020101,291.90
GOKEX,EQ,N,2020101,41.28
DALBHARAT,EQ,N,2020101,678.54
HEG,EQ,N,2020101,1007.70
INDIAMART,EQ,N,2020101,2960.34
DCAL,EQ,N,2020101,80.34
505036,EQ,N,2020101,396.42
HINDCOPPER,EQ,N,2020101,34.62
CREATIVE,EQ,N,2020101,86.34
OFSS,EQ,N,2020101,3090.30
PLASTIBLEN,EQ,N,2020101,190.02
MARUTI,EQ,N,2020101,6828.06
V2RETAIL,EQ,N,2020101,70.14
LINCOLN,EQ,N,2020101,195.42
IOC,EQ,N,2020101,102.96
ALOKINDS,EQ,N,2020101,24.36
MAYURUNIQ,EQ,N,2020101,189.66
SUBROS,EQ,N,2020101,209.58
BATAINDIA,EQ,N,2020101,1719.72
DSSL,EQ,N,2020101,20.22
INDUSINDBK,EQ,N,2020101,521.64
FINCABLES,EQ,N,2020101,281.16
TATAMTRDVR,EQ,N,2020101,50.40
NAGAFERT,EQ,N,2020101,6.31
SYMPHONY,EQ,N,2020101,1078.56
MANALIPETC,EQ,N,2020101,19.13
MOTILALOFS,EQ,N,2020101,660.30
500267,EQ,N,2020101,93.72
526169,EQ,N,2020101,128.22
CESC,EQ,N,2020101,738.24
IBVENTURES,EQ,N,2020101,90.36
TIRUMALCHM,EQ,N,2020101,52.92
VSTIND,EQ,N,2020101,3980.34
RCF,EQ,N,2020101,53.70
CEATLTD,EQ,N,2020101,1065.72
AROGRANITE,EQ,N,2020101,27.42
AXISBANK,EQ,N,2020101,492.12
RBL,EQ,N,2020101,542.22
PRESSMN,EQ,N,2020101,19.38
PIIND,EQ,N,2020101,1869.00
GATI,EQ,N,2020101,50.82
LT,EQ,N,2020101,1134.54
GILLETTE,EQ,N,2020101,6030.54
FORCEMOT,EQ,N,2020101,1061.70
GIPCL,EQ,N,2020101,69.84
IBREALEST,EQ,N,2020101,53.10
PIDILITIND,EQ,N,2020101,1788.96
SIRCA,EQ,N,2020101,232.14
HOVS,EQ,N,2020101,46.26
POLYCAB,EQ,N,2020101,898.80
GAIL,EQ,N,2020101,115.86
INFY,EQ,N,2020101,849.72
ECLERX,EQ,N,2020101,492.66
532841,EQ,N,2020101,121.44
L&TFH,EQ,N,2020101,72.66
HINDPETRO,EQ,N,2020101,232.50
HEXAWARE,EQ,N,2020101,320.16
CIPLA,EQ,N,2020101,765.12
SUNCLAYLTD,EQ,N,2020101,1707.72
VINYLINDIA,EQ,N,2020101,121.14
531859,EQ,N,2020101,37.20
NAVINFLUOR,EQ,N,2020101,1927.74
WESTLIFE,EQ,N,2020101,359.16
532323,EQ,N,2020101,11.66
UNIPLY,EQ,N,2020101,6.66
IGL,EQ,N,2020101,567.42
ZENTEC,EQ,N,2020101,46.62
ESTER,EQ,N,2020101,37.32
WSTCSTPAPR,EQ,N,2020101,169.92
MANAPPURAM,EQ,N,2020101,159.60
JAICORPLTD,EQ,N,2020101,89.34
SASTASUNDR,EQ,N,2020101,84.60
JUBILANT,EQ,N,2020101,584.94
CONFIPET,EQ,N,2020101,22.86
TALBROAUTO,EQ,N,2020101,114.12
SHIVATEX,EQ,N,2020101,96.30
HINDUNILVR,EQ,N,2020101,2528.88
TCS,EQ,N,2020101,2456.58
NMDC,EQ,N,2020101,102.42
BANDHANBNK,EQ,N,2020101,288.78
TATACOMM,EQ,N,2020101,572.22
MAANALU,EQ,N,2020101,55.02
COALINDIA,EQ,N,2020101,172.08
ASIANPAINT,EQ,N,2020101,2051.16
CGCL,EQ,N,2020101,173.16
TITAN,EQ,N,2020101,1171.38
DELTACORP,EQ,N,2020101,112.56
ICICIGI,EQ,N,2020101,1553.52
UBL,EQ,N,2020101,1159.02
BERGEPAINT,EQ,N,2020101,603.30
CGPOWER,EQ,N,2020101,7.92
MCX,EQ,N,2020101,1558.92
PSPPROJECT,EQ,N,2020101,418.20
GODREJIND,EQ,N,2020101,393.06
SMSLIFE,EQ,N,2020101,324.24
SKFINDIA,EQ,N,2020101,1741.56
RPOWER,EQ,N,2020101,2.53
SORILINFRA,EQ,N,2020101,57.24
21STCENMGM,EQ,N,2020101,13.24
3IINFOTECH,EQ,N,2020101,2.04
3MINDIA,EQ,N,2020101,21562.62
500009,EQ,N,2020101,19.86
500012,EQ,N,2020101,28.14
500014,EQ,N,2020101,1.02
500068,EQ,N,2020101,4232.40
500069,EQ,N,2020101,60.84
500120,EQ,N,2020101,230.28
500123,EQ,N,2020101,2757.48
500143,EQ,N,2020101,25.80
500147,EQ,N,2020101,562.80
500153,EQ,N,2020101,39.48
500159,EQ,N,2020101,49.68
500166,EQ,N,2020101,183.12
500168,EQ,N,2020101,860.88
500211,EQ,N,2020101,10.46
500213,EQ,N,2020101,54.48
500214,EQ,N,2020101,804.78
500220,EQ,N,2020101,26.16
500239,EQ,N,2020101,22.50
500264,EQ,N,2020101,95.70
500298,EQ,N,2020101,2173.98
500306,EQ,N,2020101,3.61
500307,EQ,N,2020101,267.72
500319,EQ,N,2020101,21.66
500329,EQ,N,2020101,0.37
500333,EQ,N,2020101,125.82
500346,EQ,N,2020101,17.10
500360,EQ,N,2020101,28.98
500367,EQ,N,2020101,33.48
500414,EQ,N,2020101,26.46
500422,EQ,N,2020101,11.71
500449,EQ,N,2020101,14.74
500456,EQ,N,2020101,9.24
500655,EQ,N,2020101,196.14
500672,EQ,N,2020101,699.24
501298,EQ,N,2020101,1025.94
501314,EQ,N,2020101,8.06
501370,EQ,N,2020101,52.44
501423,EQ,N,2020101,318.90
501700,EQ,N,2020101,30.72
501831,EQ,N,2020101,266.04
502015,EQ,N,2020101,10.32
502175,EQ,N,2020101,47.88
502587,EQ,N,2020101,69.30
502865,EQ,N,2020101,1148.88
502873,EQ,N,2020101,18.36
502901,EQ,N,2020101,1575.00
502933,EQ,N,2020101,18.84
502958,EQ,N,2020101,1737.90
503162,EQ,N,2020101,66.84
503349,EQ,N,2020101,1949.82
503657,EQ,N,2020101,7.33
503831,EQ,N,2020101,105.18
504000,EQ,N,2020101,38.10
504028,EQ,N,2020101,30.90
504076,EQ,N,2020101,8.38
504084,EQ,N,2020101,3251.58
504092,EQ,N,2020101,8.23
504093,EQ,N,2020101,153.60
504132,EQ,N,2020101,105.12
504176,EQ,N,2020101,265.74
504180,EQ,N,2020101,3.82
504240,EQ,N,2020101,30.06
504258,EQ,N,2020101,283.02
504273,EQ,N,2020101,15.90
504335,EQ,N,2020101,0.59
504340,EQ,N,2020101,0.74
504341,EQ,N,2020101,34.56
504605,EQ,N,2020101,454.62
504840,EQ,N,2020101,798.00
504908,EQ,N,2020101,118.32
504918,EQ,N,2020101,630.66
504959,EQ,N,2020101,2320.20
504961,EQ,N,2020101,41.88
505163,EQ,N,2020101,309.54
505216,EQ,N,2020101,642.00
505232,EQ,N,2020101,928.68
505283,EQ,N,2020101,123.30
505299,EQ,N,2020101,56.94
505302,EQ,N,2020101,36.00
505358,EQ,N,2020101,27.66
505523,EQ,N,2020101,0.20
505590,EQ,N,2020101,390.00
505681,EQ,N,2020101,266.04
505712,EQ,N,2020101,41.64
505725,EQ,N,2020101,98.04
505729,EQ,N,2020101,27.48
505737,EQ,N,2020101,125.40
505750,EQ,N,2020101,589.50
505827,EQ,N,2020101,145.20
505840,EQ,N,2020101,11.09
505850,EQ,N,2020101,43.20
505872,EQ,N,2020101,433.32
505978,EQ,N,2020101,803.82
506105,EQ,N,2020101,90.96
506122,EQ,N,2020101,42.00
506128,EQ,N,2020101,22.80
506248,EQ,N,2020101,34.32
506260,EQ,N,2020101,249.66
506261,EQ,N,2020101,33.12
506405,EQ,N,2020101,90.48
506414,EQ,N,2020101,295.14
506520,EQ,N,2020101,4.09
506522,EQ,N,2020101,2046.00
506528,EQ,N,2020101,648.24
506530,EQ,N,2020101,433.26
506597,EQ,N,2020101,154.08
506642,EQ,N,2020101,38.82
506685,EQ,N,2020101,210.90
506687,EQ,N,2020101,2088.12
506734,EQ,N,2020101,48.90
506852,EQ,N,2020101,41.64
506854,EQ,N,2020101,175.02
506879,EQ,N,2020101,209.34
506910,EQ,N,2020101,40.80
506919,EQ,N,2020101,49.20
506981,EQ,N,2020101,108.84
507180,EQ,N,2020101,31.86
507474,EQ,N,2020101,54.48
507552,EQ,N,2020101,57.78
507598,EQ,N,2020101,35.28
507621,EQ,N,2020101,485.10
507645,EQ,N,2020101,8544.78
507690,EQ,N,2020101,64.80
507753,EQ,N,2020101,20.64
507779,EQ,N,2020101,59.34
507794,EQ,N,2020101,8.56
507836,EQ,N,2020101,271.20
507864,EQ,N,2020101,30.00
507910,EQ,N,2020101,20.16
507912,EQ,N,2020101,75.60
507944,EQ,N,2020101,105.18
507960,EQ,N,2020101,94.92
507970,EQ,N,2020101,11.90
507981,EQ,N,2020101,24.96
507998,EQ,N,2020101,34.20
508136,EQ,N,2020101,131.46
508486,EQ,N,2020101,5019.90
508494,EQ,N,2020101,45.60
508664,EQ,N,2020101,8.09
508807,EQ,N,2020101,357.54
508875,EQ,N,2020101,67.98
508922,EQ,N,2020101,10.32
508941,EQ,N,2020101,368.88
508969,EQ,N,2020101,0.53
509048,EQ,N,2020101,2.76
509053,EQ,N,2020101,0.68
509162,EQ,N,2020101,73.32
509196,EQ,N,2020101,31.44
509472,EQ,N,2020101,300.00
509486,EQ,N,2020101,46.14
509525,EQ,N,2020101,636.72
509563,EQ,N,2020101,1.96
509597,EQ,N,2020101,204.00
509709,EQ,N,2020101,26.10
509895,EQ,N,2020101,240.00
510245,EQ,N,2020101,3.54
511066,EQ,N,2020101,15.72
511076,EQ,N,2020101,23.82
511110,EQ,N,2020101,2.81
511116,EQ,N,2020101,0.23
511131,EQ,N,2020101,5.04
511147,EQ,N,2020101,17.64
511391,EQ,N,2020101,8.98
511451,EQ,N,2020101,5.56
511463,EQ,N,2020101,13.58
511501,EQ,N,2020101,15.31
511509,EQ,N,2020101,34.44
511523,EQ,N,2020101,7.14
511533,EQ,N,2020101,31.20
511551,EQ,N,2020101,20.52
511557,EQ,N,2020101,23.10
511571,EQ,N,2020101,23.76
511589,EQ,N,2020101,10.20
511605,EQ,N,2020101,41.22
511628,EQ,N,2020101,27.00
511658,EQ,N,2020101,20.46
511672,EQ,N,2020101,19.32
511716,EQ,N,2020101,2.02
511724,EQ,N,2020101,35.04
511736,EQ,N,2020101,0.25
511742,EQ,N,2020101,169.20
511764,EQ,N,2020101,17.58
511768,EQ,N,2020101,15.12
512018,EQ,N,2020101,2.08
512020,EQ,N,2020101,348.54
512093,EQ,N,2020101,0.68
512149,EQ,N,2020101,0.23
512217,EQ,N,2020101,16.24
512247,EQ,N,2020101,2.42
512257,EQ,N,2020101,3.19
512267,EQ,N,2020101,4.25
512301,EQ,N,2020101,2.46
512379,EQ,N,2020101,0.23
512393,EQ,N,2020101,42.00
512425,EQ,N,2020101,289.20
512437,EQ,N,2020101,220.68
512453,EQ,N,2020101,206.40
512455,EQ,N,2020101,9.17
512463,EQ,N,2020101,1.49
512477,EQ,N,2020101,12.00
512493,EQ,N,2020101,31.62
512499,EQ,N,2020101,0.59
512527,EQ,N,2020101,255.36
512589,EQ,N,2020101,9.56
512634,EQ,N,2020101,41.34
513043,EQ,N,2020101,20.22
513059,EQ,N,2020101,5.11
513097,EQ,N,2020101,38.70
513117,EQ,N,2020101,1.20
513142,EQ,N,2020101,11.96
513252,EQ,N,2020101,652.20
513305,EQ,N,2020101,3.96
513353,EQ,N,2020101,133.26
513361,EQ,N,2020101,0.36
513369,EQ,N,2020101,23.58
513401,EQ,N,2020101,7.94
513418,EQ,N,2020101,0.80
513511,EQ,N,2020101,25.38
513517,EQ,N,2020101,96.18
513532,EQ,N,2020101,40.38
513536,EQ,N,2020101,12.90
513693,EQ,N,2020101,34.86
513709,EQ,N,2020101,48.36
513713,EQ,N,2020101,6.14
514010,EQ,N,2020101,1.38
514036,EQ,N,2020101,207.66
514087,EQ,N,2020101,40.20
514165,EQ,N,2020101,9.18
514183,EQ,N,2020101,167.88
514215,EQ,N,2020101,64.50
514266,EQ,N,2020101,38.04
514302,EQ,N,2020101,43.98
514394,EQ,N,2020101,60.06
514428,EQ,N,2020101,80.10
514442,EQ,N,2020101,11.87
514448,EQ,N,2020101,140.40
514450,EQ,N,2020101,30.48
514470,EQ,N,2020101,15.66
515043,EQ,N,2020101,51.78
515085,EQ,N,2020101,2.22
515147,EQ,N,2020101,25.08
516003,EQ,N,2020101,36.72
516030,EQ,N,2020101,43.14
516108,EQ,N,2020101,65.94
517063,EQ,N,2020101,28.80
517166,EQ,N,2020101,4.82
517236,EQ,N,2020101,26.04
517356,EQ,N,2020101,0.30
517372,EQ,N,2020101,82.74
517415,EQ,N,2020101,1.03
517417,EQ,N,2020101,99.42
517429,EQ,N,2020101,39.72
517449,EQ,N,2020101,121.44
517477,EQ,N,2020101,105.24
517494,EQ,N,2020101,4.72
517500,EQ,N,2020101,112.62
517514,EQ,N,2020101,17.10
517546,EQ,N,2020101,13.68
517554,EQ,N,2020101,5.12
519216,EQ,N,2020101,33.48
519230,EQ,N,2020101,2.33
519287,EQ,N,2020101,5.74
519295,EQ,N,2020101,146.34
519359,EQ,N,2020101,38.94
519455,EQ,N,2020101,15.60
519457,EQ,N,2020101,17.64
519475,EQ,N,2020101,99.60
519491,EQ,N,2020101,26.94
519566,EQ,N,2020101,34.32
519612,EQ,N,2020101,17.70
520073,EQ,N,2020101,87.06
520075,EQ,N,2020101,113.64
520127,EQ,N,2020101,6.89
520141,EQ,N,2020101,11.29
521097,EQ,N,2020101,63.42
521113,EQ,N,2020101,11.64
521222,EQ,N,2020101,6.84
521226,EQ,N,2020101,7.12
521234,EQ,N,2020101,12.41
522001,EQ,N,2020101,8.41
522004,EQ,N,2020101,8.08
522005,EQ,N,2020101,39.36
522014,EQ,N,2020101,129.60
522017,EQ,N,2020101,73.26
522027,EQ,N,2020101,2.66
522101,EQ,N,2020101,16.81
522105,EQ,N,2020101,6.28
522108,EQ,N,2020101,475.20
522122,EQ,N,2020101,1233.24
522134,EQ,N,2020101,28.86
522152,EQ,N,2020101,22.38
522165,EQ,N,2020101,8.62
522183,EQ,N,2020101,57.42
522195,EQ,N,2020101,257.94
522207,EQ,N,2020101,43.68
522229,EQ,N,2020101,31.32
522231,EQ,N,2020101,22.56
522251,EQ,N,2020101,33.60
522257,EQ,N,2020101,9.26
522281,EQ,N,2020101,70.32
522292,EQ,N,2020101,30.00
522294,EQ,N,2020101,85.62
523007,EQ,N,2020101,27.00
523023,EQ,N,2020101,200.22
523100,EQ,N,2020101,4.40
523116,EQ,N,2020101,134.40
523120,EQ,N,2020101,36.00
523144,EQ,N,2020101,11.89
523160,EQ,N,2020101,1964.64
523229,EQ,N,2020101,55.26
523277,EQ,N,2020101,0.31
523323,EQ,N,2020101,783.54
523329,EQ,N,2020101,1049.40
523369,EQ,N,2020101,132.00
523411,EQ,N,2020101,156.00
523449,EQ,N,2020101,16.27
523465,EQ,N,2020101,20.76
523475,EQ,N,2020101,15.12
523483,EQ,N,2020101,99.60
523537,EQ,N,2020101,19.13
523550,EQ,N,2020101,9.00
523586,EQ,N,2020101,82.14
523594,EQ,N,2020101,4.49
523606,EQ,N,2020101,208.20
523638,EQ,N,2020101,49.14
523672,EQ,N,2020101,45.90
523696,EQ,N,2020101,51.60
523722,EQ,N,2020101,0.36
523732,EQ,N,2020101,4.70
523752,EQ,N,2020101,1.86
523782,EQ,N,2020101,42.54
523832,EQ,N,2020101,1.07
523840,EQ,N,2020101,10.13
523850,EQ,N,2020101,122.58
523874,EQ,N,2020101,0.23
524013,EQ,N,2020101,7.09
524037,EQ,N,2020101,40.38
524038,EQ,N,2020101,1.26
524091,EQ,N,2020101,82.80
524136,EQ,N,2020101,103.80
524174,EQ,N,2020101,5.23
524202,EQ,N,2020101,22.32
524218,EQ,N,2020101,53.28
524288,EQ,N,2020101,74.94
524314,EQ,N,2020101,10.26
524332,EQ,N,2020101,44.40
524336,EQ,N,2020101,20.76
524342,EQ,N,2020101,244.62
524400,EQ,N,2020101,17.88
524412,EQ,N,2020101,21.90
524414,EQ,N,2020101,3.00
524440,EQ,N,2020101,14.88
524444,EQ,N,2020101,103.14
524470,EQ,N,2020101,1.09
524480,EQ,N,2020101,309.96
524506,EQ,N,2020101,219.12
524520,EQ,N,2020101,21.12
524522,EQ,N,2020101,15.84
524542,EQ,N,2020101,188.10
524576,EQ,N,2020101,13.55
524580,EQ,N,2020101,10.07
524594,EQ,N,2020101,26.28
524632,EQ,N,2020101,42.24
524634,EQ,N,2020101,118.86
